Airline,FlightNumber,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
B6,1759,FLL,SJU,Friday,15:05,150,1
CO,107,EWR,IAH,Friday,15:05,243,1
CO,575,LAX,CLE,Friday,15:05,250,1
CO,800,FLL,EWR,Friday,15:05,192,1
DL,1080,ATL,CLT,Friday,15:05,77,1
DL,1400,ATL,BOS,Friday,15:05,155,1
DL,1482,SLC,SNA,Friday,15:05,109,0
DL,1534,ATL,RIC,Friday,15:05,95,1
DL,154,FLL,JFK,Friday,15:05,185,0
DL,1569,ATL,MCO,Friday,15:05,90,0
DL,192,ATL,JFK,Friday,15:05,145,0
DL,2349,ATL,SFO,Friday,15:05,319,1
DL,2795,SLC,SAN,Friday,15:05,108,0
DL,2975,ATL,SAT,Friday,15:05,166,0
DL,735,SLC,PDX,Friday,15:05,115,0
EV,4947,ATL,CAE,Friday,15:05,64,0
EV,5306,ATL,SBN,Friday,15:05,111,1
EV,5573,ATL,XNA,Friday,15:05,122,0
F9,374,DEN,MKE,Friday,15:05,132,1
FL,377,MKE,TPA,Friday,15:05,160,0
HA,2,HNL,LAX,Friday,15:05,325,1
HA,36,HNL,PHX,Friday,15:05,354,1
MQ,3276,DSM,DFW,Friday,15:05,120,0
MQ,3879,ORD,DCA,Friday,15:05,105,0
MQ,4049,ORD,IND,Friday,15:05,60,1
MQ,4104,ORD,FSD,Friday,15:05,100,1
MQ,4303,OKC,ORD,Friday,15:05,130,0
MQ,4313,CMH,ORD,Friday,15:05,85,1
OH,6278,CVG,EWR,Friday,15:05,126,1
OH,6556,CVG,MSY,Friday,15:05,135,1
OO,4561,SLC,SJC,Friday,15:05,114,1
OO,4608,SLC,SEA,Friday,15:05,130,0
OO,4739,SLC,OAK,Friday,15:05,122,1
OO,4741,IDA,SLC,Friday,15:05,59,0
OO,4843,SLC,HLN,Friday,15:05,84,1
US,1741,DCA,TPA,Friday,15:05,143,0
US,277,GEG,PHX,Friday,15:05,156,1
WN,1196,PVD,BWI,Friday,15:05,80,1
WN,1228,BWI,ORF,Friday,15:05,50,1
WN,153,IND,BWI,Friday,15:05,95,1
WN,1662,BNA,RDU,Friday,15:05,80,1
WN,1678,SJC,ONT,Friday,15:05,70,1
WN,178,SMF,PHX,Friday,15:05,110,1
WN,2099,MAF,DAL,Friday,15:05,65,1
WN,321,BWI,PVD,Friday,15:05,70,1
WN,345,TPA,MCI,Friday,15:05,170,0
WN,534,LAX,DEN,Friday,15:05,140,1
WN,564,DEN,MDW,Friday,15:05,135,1
WN,608,LAS,SNA,Friday,15:05,65,1
WN,661,LAS,LAX,Friday,15:05,65,1
WN,851,PHX,MDW,Friday,15:05,200,1
WN,885,PHX,LAS,Friday,15:05,70,1
WN,946,TPA,SAT,Friday,15:05,175,1
XE,2806,EWR,MCI,Friday,15:05,199,1
B6,283,LAS,LGB,Friday,15:06,66,1
EV,5238,ATL,GSP,Friday,15:06,59,0
FL,1225,FLL,PIT,Friday,15:06,156,1
OO,6289,DEN,PSP,Friday,15:06,134,1
OO,6859,DEN,PDX,Friday,15:06,171,0
UA,194,DEN,SJC,Friday,15:06,164,0
B6,544,PBI,EWR,Friday,15:07,171,1
EV,5061,SGF,ATL,Friday,15:07,109,1
EV,7067,GSO,IAD,Friday,15:07,67,0
F9,414,LAX,DEN,Friday,15:07,135,1
XE,5920,FSD,ORD,Friday,15:07,96,1
F9,564,SAN,DEN,Friday,15:08,135,1
FL,1451,PBI,HPN,Friday,15:08,166,0
HA,135,OGG,HNL,Friday,15:08,34,0
OO,6533,DEN,IDA,Friday,15:08,98,1
UA,354,SAN,DEN,Friday,15:08,144,1
EV,5296,SDF,ATL,Friday,15:09,91,1
FL,843,ATL,MCO,Friday,15:09,91,1
OO,6870,DEN,EGE,Friday,15:09,42,1
OO,7791,SUN,SLC,Friday,15:09,66,0
UA,748,LAX,DEN,Friday,15:09,143,0
XE,2699,EWR,BWI,Friday,15:09,67,1
9E,3667,DTW,FNT,Friday,15:10,47,1
9E,3988,DTW,ROA,Friday,15:10,95,0
9E,4288,MSP,LNK,Friday,15:10,81,0
AA,1201,ORD,STL,Friday,15:10,65,0
AA,1720,DFW,IAD,Friday,15:10,160,1
AA,1861,DCA,DFW,Friday,15:10,210,0
AA,329,ORD,MSP,Friday,15:10,85,1
AA,685,MIA,IAH,Friday,15:10,175,0
AA,889,MIA,ORD,Friday,15:10,205,0
AA,985,DCA,MIA,Friday,15:10,165,1
AS,312,SFO,PSP,Friday,15:10,83,1
AS,470,SEA,LAX,Friday,15:10,157,1
B6,398,MCO,LGA,Friday,15:10,148,1
B6,674,LAX,JFK,Friday,15:10,311,1
CO,1117,EWR,ORD,Friday,15:10,160,0
CO,450,EWR,AUS,Friday,15:10,268,0
CO,649,SFO,EWR,Friday,15:10,315,1
DL,1250,MCI,ATL,Friday,15:10,120,1
DL,1265,DAB,ATL,Friday,15:10,90,0
DL,1578,ATL,IAD,Friday,15:10,112,0
DL,1854,STL,ATL,Friday,15:10,95,1
DL,1899,ATL,BNA,Friday,15:10,67,1
DL,2031,MSP,MCO,Friday,15:10,188,1
DL,2241,SLC,LAX,Friday,15:10,115,1
DL,2391,ATL,TPA,Friday,15:10,92,1
DL,2622,PHX,DTW,Friday,15:10,230,1
EV,5091,AVL,ATL,Friday,15:10,79,0
EV,5434,TLH,ATL,Friday,15:10,74,1
EV,5576,GSP,ATL,Friday,15:10,70,1
F9,144,DEN,HOU,Friday,15:10,139,1
MQ,2723,AMA,DFW,Friday,15:10,65,1
MQ,2741,DFW,LFT,Friday,15:10,75,0
MQ,3209,DFW,TYS,Friday,15:10,120,1
MQ,3252,MOB,DFW,Friday,15:10,110,0
MQ,3925,LEX,ORD,Friday,15:10,90,0
MQ,4204,ORD,OMA,Friday,15:10,95,0
OH,6425,MSP,CVG,Friday,15:10,119,1
OH,6462,JFK,BOS,Friday,15:10,102,0
OH,6758,DTW,TYS,Friday,15:10,95,0
OH,6763,JFK,SYR,Friday,15:10,86,1
OO,4473,SLC,ABQ,Friday,15:10,100,1
OO,4549,SLC,SFO,Friday,15:10,125,1
OO,4581,SLC,SMF,Friday,15:10,100,1
OO,6588,DEN,ASE,Friday,15:10,43,1
OO,6941,DEN,BOI,Friday,15:10,122,1
UA,452,DEN,IAD,Friday,15:10,196,1
UA,909,ORD,DEN,Friday,15:10,170,0
US,1275,DCA,MCO,Friday,15:10,141,1
WN,1403,HOU,HRL,Friday,15:10,60,1
WN,1491,SJC,SNA,Friday,15:10,75,1
WN,2447,HRL,AUS,Friday,15:10,60,1
WN,24,MCI,MKE,Friday,15:10,80,1
WN,3343,BOI,SLC,Friday,15:10,60,1
WN,413,SFO,SAN,Friday,15:10,85,1
WN,441,MDW,TPA,Friday,15:10,160,1
WN,850,BWI,MSY,Friday,15:10,180,1
WN,867,FLL,MDW,Friday,15:10,195,1
WN,934,BOS,BWI,Friday,15:10,90,1
XE,2159,MEM,IAH,Friday,15:10,110,1
XE,2627,ATL,IAH,Friday,15:10,135,0
XE,3157,IAH,ABQ,Friday,15:10,134,1
YV,1025,HNL,LIH,Friday,15:10,37,1
YV,2874,PHX,BFL,Friday,15:10,89,0
DL,1084,MSP,DCA,Friday,15:11,140,0
OO,4568,SLC,GTF,Friday,15:11,89,1
OO,6863,GJT,DEN,Friday,15:11,54,0
DL,1036,SLC,ATL,Friday,15:12,223,1
FL,1217,MDW,SRQ,Friday,15:12,153,1
FL,94,RDU,ATL,Friday,15:12,86,0
OH,6576,LEX,DTW,Friday,15:12,80,0
OO,4470,FAR,MSP,Friday,15:12,66,1
OO,6984,CLD,LAX,Friday,15:12,43,1
UA,453,BWI,DEN,Friday,15:12,249,1
HA,374,LIH,HNL,Friday,15:13,32,1
OO,4723,SLC,LGB,Friday,15:13,107,0
OO,4749,SLC,ONT,Friday,15:13,98,0
OO,7776,RKS,SLC,Friday,15:13,67,1
UA,292,SFO,MCO,Friday,15:13,315,1
XE,2772,ELP,IAH,Friday,15:13,118,0
9E,3791,DLH,MSP,Friday,15:14,60,1
AS,49,ANC,ADQ,Friday,15:14,59,0
EV,5372,TUL,ATL,Friday,15:14,115,1
OO,6416,SFO,ABQ,Friday,15:14,136,1
US,1972,CLT,EWR,Friday,15:14,107,1
XE,2925,EWR,SDF,Friday,15:14,141,0
9E,3664,MBS,DTW,Friday,15:15,62,0
9E,3749,HPN,ATL,Friday,15:15,162,1
9E,3758,DTW,MLI,Friday,15:15,88,0
9E,3762,ATL,PHF,Friday,15:15,102,1
9E,3971,ATL,ICT,Friday,15:15,148,0
9E,4162,FWA,DTW,Friday,15:15,62,1
AA,1483,RDU,DFW,Friday,15:15,195,0
AA,1644,LAS,DFW,Friday,15:15,160,1
AA,1741,LGA,BNA,Friday,15:15,160,0
AA,1827,AUS,DFW,Friday,15:15,65,1
AA,1947,TPA,MIA,Friday,15:15,60,0
AA,2450,LAX,DFW,Friday,15:15,175,0
AA,2453,DFW,LAX,Friday,15:15,200,1
AA,354,MCI,ORD,Friday,15:15,90,0
AA,644,DFW,CLT,Friday,15:15,140,1
AA,738,DFW,LGA,Friday,15:15,205,1
AS,67,SEA,KTN,Friday,15:15,127,1
CO,41,EWR,LAX,Friday,15:15,370,1
CO,4,MSY,IAH,Friday,15:15,75,0
DL,1256,CVG,BOS,Friday,15:15,127,1
DL,127,JFK,SFO,Friday,15:15,408,1
DL,1667,LAX,MSP,Friday,15:15,212,1
DL,1761,PHL,ATL,Friday,15:15,143,1
DL,2014,CVG,LGA,Friday,15:15,118,1
DL,2037,DTW,MCI,Friday,15:15,131,1
DL,2689,MSP,IND,Friday,15:15,94,1
DL,2706,SFO,MSP,Friday,15:15,215,1
DL,2844,DTW,DCA,Friday,15:15,90,1
DL,487,LGA,PBI,Friday,15:15,189,0
EV,5527,ATL,BQK,Friday,15:15,70,1
EV,5558,DTW,PHL,Friday,15:15,120,1
F9,516,DEN,LGA,Friday,15:15,220,1
HA,334,HNL,OGG,Friday,15:15,37,1
MQ,2907,DFW,CVG,Friday,15:15,130,1
MQ,4265,SGF,ORD,Friday,15:15,100,0
OH,6296,CVG,RDU,Friday,15:15,88,1
OH,6318,CVG,GSO,Friday,15:15,77,1
OH,6343,DTW,BDL,Friday,15:15,105,1
OH,6474,MSP,JFK,Friday,15:15,183,0
OH,6477,CVG,XNA,Friday,15:15,122,0
OH,6482,OMA,CVG,Friday,15:15,111,1
OH,6541,CVG,MSP,Friday,15:15,130,1
OH,6604,CVG,BDL,Friday,15:15,119,1
OO,4446,SLC,BIL,Friday,15:15,80,0
OO,4476,SLC,GEG,Friday,15:15,106,0
OO,4521,GJT,SLC,Friday,15:15,60,0
OO,4571,SLC,FAT,Friday,15:15,95,1
OO,4616,MSP,CLE,Friday,15:15,115,0
OO,4675,SLC,BUR,Friday,15:15,115,0
OO,4874,MSP,GFK,Friday,15:15,78,0
US,493,PDX,PHX,Friday,15:15,147,0
US,728,DFW,PHL,Friday,15:15,185,0
WN,1010,PHL,RDU,Friday,15:15,85,1
WN,1113,PHX,ONT,Friday,15:15,70,1
WN,1119,BNA,MDW,Friday,15:15,90,1
WN,1343,LAS,TUS,Friday,15:15,75,1
WN,1386,PHX,LAX,Friday,15:15,85,1
WN,1427,MDW,STL,Friday,15:15,65,1
WN,1726,MDW,SFO,Friday,15:15,300,1
WN,1900,PHX,MSY,Friday,15:15,175,1
WN,1995,SFO,MDW,Friday,15:15,255,1
WN,2179,RNO,LAS,Friday,15:15,75,1
WN,289,BUR,SMF,Friday,15:15,80,1
WN,332,MCO,ALB,Friday,15:15,160,0
WN,3402,ONT,DEN,Friday,15:15,130,1
WN,3494,LAX,AUS,Friday,15:15,170,1
WN,3504,SMF,LAX,Friday,15:15,80,1
WN,3659,MDW,AUS,Friday,15:15,170,1
WN,3685,BHM,SDF,Friday,15:15,70,1
WN,371,PHX,DEN,Friday,15:15,105,1
WN,3762,FLL,ISP,Friday,15:15,170,1
WN,470,OAK,ABQ,Friday,15:15,130,1
WN,523,SMF,LAS,Friday,15:15,80,1
WN,60,BDL,TPA,Friday,15:15,195,1
WN,657,GEG,DEN,Friday,15:15,130,1
WN,717,LAX,HOU,Friday,15:15,185,1
WN,732,LAS,LBB,Friday,15:15,120,1
WN,745,BNA,STL,Friday,15:15,65,1
WN,918,LAS,BUR,Friday,15:15,65,1
WN,922,TPA,FLL,Friday,15:15,55,1
XE,2339,CLE,GRB,Friday,15:15,83,0
XE,2355,CLE,ALB,Friday,15:15,75,1
XE,2677,EWR,DCA,Friday,15:15,72,1
XE,3097,IND,IAH,Friday,15:15,155,1
YV,1038,HNL,KOA,Friday,15:15,40,1
DL,2627,DTW,MSY,Friday,15:16,162,0
FL,1042,FLL,CMH,Friday,15:16,158,0
FL,603,BWI,RSW,Friday,15:16,157,0
OO,4776,SLC,PSC,Friday,15:16,99,0
OO,6754,DEN,BIL,Friday,15:16,87,0
OO,6952,DEN,PSC,Friday,15:16,152,0
OO,6971,DEN,JAC,Friday,15:16,84,0
UA,85,DEN,LAX,Friday,15:16,154,1
XE,3099,XNA,IAH,Friday,15:16,102,0
YV,2940,TEX,PHX,Friday,15:16,122,1
XE,2498,ABQ,IAH,Friday,15:17,119,1
XE,3045,EWR,IND,Friday,15:17,136,1
DL,1838,SAV,ATL,Friday,15:18,75,0
EV,7075,HSV,ORD,Friday,15:18,119,1
OO,6456,ORD,AUS,Friday,15:18,165,0
OO,6474,LAX,ABQ,Friday,15:18,105,1
OO,6762,SBA,DEN,Friday,15:18,147,1
XE,2524,CLE,MHT,Friday,15:18,92,0
XE,2625,IAH,HRL,Friday,15:18,68,0
DL,1635,JAX,ATL,Friday,15:19,78,1
FL,1282,FNT,TPA,Friday,15:19,166,0
OO,4832,SLC,MSO,Friday,15:19,88,0
OO,6388,DEN,ABQ,Friday,15:19,70,1
OO,6528,FAT,LAX,Friday,15:19,71,1
OO,6728,RNO,DEN,Friday,15:19,134,1
OO,6875,DEN,SNA,Friday,15:19,141,1
XE,2308,IAH,BRO,Friday,15:19,69,0
9E,3797,DTW,CMH,Friday,15:20,59,1
9E,3840,AZO,DTW,Friday,15:20,60,0
9E,3947,PIT,DTW,Friday,15:20,85,1
9E,4012,DTW,PIA,Friday,15:20,89,0
9E,4024,LAN,DTW,Friday,15:20,56,1
AA,1514,ONT,DFW,Friday,15:20,170,1
AA,2021,ORD,SJU,Friday,15:20,275,1
AA,2031,DFW,LAS,Friday,15:20,175,0
AA,2473,MIA,DFW,Friday,15:20,200,0
AA,625,MCO,MIA,Friday,15:20,65,1
AA,672,STT,MIA,Friday,15:20,180,0
AS,465,LAX,SEA,Friday,15:20,165,0
AS,667,AUS,SJC,Friday,15:20,237,0
B6,1325,BOS,BWI,Friday,15:20,88,0
CO,1859,DCA,IAH,Friday,15:20,215,1
CO,1877,PHL,IAH,Friday,15:20,230,1
CO,45,EWR,MIA,Friday,15:20,195,1
DL,1199,ATL,STL,Friday,15:20,107,0
DL,1274,MSP,EWR,Friday,15:20,164,0
DL,1883,SLC,LAS,Friday,15:20,85,1
DL,1908,DEN,MSP,Friday,15:20,119,0
DL,1914,BOI,SLC,Friday,15:20,65,0
DL,2038,ATL,DCA,Friday,15:20,103,0
DL,2167,DTW,ORD,Friday,15:20,81,1
DL,2196,MSP,LGA,Friday,15:20,165,0
DL,2509,DTW,DFW,Friday,15:20,191,1
DL,2564,CVG,JFK,Friday,15:20,132,1
DL,2830,MSP,BOS,Friday,15:20,170,1
DL,2949,DTW,SEA,Friday,15:20,300,0
FL,1097,IND,MCO,Friday,15:20,135,0
FL,681,ATL,ICT,Friday,15:20,143,0
FL,761,MCO,HSV,Friday,15:20,100,1
MQ,3163,LAX,SJC,Friday,15:20,80,1
MQ,3246,DFW,GRK,Friday,15:20,50,1
MQ,3339,DFW,AEX,Friday,15:20,65,1
MQ,3732,MSP,ORD,Friday,15:20,95,0
MQ,4041,ORD,BMI,Friday,15:20,50,0
MQ,4659,ATL,LGA,Friday,15:20,135,1
OH,6368,CVG,SYR,Friday,15:20,98,0
OH,6445,DTW,ATW,Friday,15:20,87,0
OH,6693,DTW,SDF,Friday,15:20,87,0
OO,4816,SLC,DEN,Friday,15:20,88,1
OO,4858,SLC,BZN,Friday,15:20,77,1
OO,6567,TYS,ORD,Friday,15:20,106,0
OO,6877,DEN,SLC,Friday,15:20,88,0
OO,6912,IAD,PIT,Friday,15:20,60,1
OO,7774,SLC,SGU,Friday,15:20,81,1
UA,643,ORD,PDX,Friday,15:20,279,0
WN,1111,SEA,OAK,Friday,15:20,125,1
WN,1212,LAX,PHX,Friday,15:20,75,1
WN,1372,RDU,LAS,Friday,15:20,320,1
WN,1502,DEN,STL,Friday,15:20,120,1
WN,1751,OKC,MCI,Friday,15:20,65,1
WN,1766,PIT,PHL,Friday,15:20,90,1
WN,20,PHX,SFO,Friday,15:20,125,1
WN,265,GEG,LAS,Friday,15:20,140,1
WN,32,DAL,ABQ,Friday,15:20,110,1
WN,3312,AUS,BNA,Friday,15:20,115,1
WN,3752,DAL,LIT,Friday,15:20,60,1
WN,3758,OAK,SNA,Friday,15:20,80,1
WN,498,PHL,PVD,Friday,15:20,65,0
WN,513,DEN,SLC,Friday,15:20,90,1
WN,514,BWI,BHM,Friday,15:20,130,1
WN,518,PHL,BOS,Friday,15:20,75,1
WN,680,STL,LAS,Friday,15:20,230,0
WN,862,MDW,OMA,Friday,15:20,90,1
WN,938,CMH,LAS,Friday,15:20,285,1
WN,998,BWI,BDL,Friday,15:20,65,1
XE,2069,IAH,LRD,Friday,15:20,73,1
XE,2923,CLE,ATL,Friday,15:20,112,0
YV,2676,SDF,CLT,Friday,15:20,87,0
YV,2734,AUS,PHX,Friday,15:20,150,0
YV,2837,PHX,BUR,Friday,15:20,86,1
9E,4186,ERI,DTW,Friday,15:21,66,0
AA,1509,JAX,DFW,Friday,15:21,175,0
CO,337,CLT,EWR,Friday,15:21,129,1
FL,122,TPA,ATL,Friday,15:21,95,0
OO,4621,SLC,RNO,Friday,15:21,88,1
OO,6226,ORD,MKE,Friday,15:21,42,0
OO,6335,LAX,SAN,Friday,15:21,45,1
OO,6529,SEA,PDX,Friday,15:21,48,0
OO,6980,PDX,EUG,Friday,15:21,36,1
XE,2316,IAH,COS,Friday,15:21,139,0
DL,424,SJU,ATL,Friday,15:22,243,0
CO,1138,DFW,EWR,Friday,15:23,217,0
FL,204,CAK,ATL,Friday,15:23,106,1
OO,6835,BUR,DEN,Friday,15:23,141,1
UA,283,DEN,SAN,Friday,15:23,148,0
UA,973,ORD,SFO,Friday,15:23,283,0
OO,7002,COS,DEN,Friday,15:24,40,1
UA,121,ORD,IAH,Friday,15:24,166,0
XE,5952,ORD,ICT,Friday,15:24,116,1
9E,3703,MSP,FSD,Friday,15:25,62,1
9E,3820,DTW,PIT,Friday,15:25,66,1
9E,3837,DTW,LEX,Friday,15:25,79,1
9E,4034,BUF,DTW,Friday,15:25,75,1
9E,4299,MSP,DAY,Friday,15:25,112,1
9E,4315,MSP,GRB,Friday,15:25,66,0
AA,1281,BOS,DFW,Friday,15:25,265,0
AA,1426,DFW,SAT,Friday,15:25,70,0
AA,1952,DFW,MCO,Friday,15:25,145,0
AA,434,DFW,TUL,Friday,15:25,60,0
AA,539,MCO,DFW,Friday,15:25,180,1
AA,656,BUR,DFW,Friday,15:25,180,1
AS,66,ANC,CDV,Friday,15:25,53,0
AS,890,OGG,SAN,Friday,15:25,312,1
B6,1410,AUS,MCO,Friday,15:25,142,0
B6,687,BOS,DCA,Friday,15:25,99,1
CO,1132,EWR,BOS,Friday,15:25,70,0
CO,1177,BOS,EWR,Friday,15:25,98,1
CO,1529,CLE,TPA,Friday,15:25,156,1
CO,35,IAH,AUS,Friday,15:25,52,0
CO,6,IAH,SAT,Friday,15:25,60,1
DL,1650,MSP,PHL,Friday,15:25,165,1
DL,1674,MCO,MSP,Friday,15:25,216,1
DL,1873,DTW,MEM,Friday,15:25,126,0
DL,2106,PIT,JFK,Friday,15:25,110,1
DL,2248,DTW,LGA,Friday,15:25,112,1
DL,2549,JFK,SEA,Friday,15:25,380,0
DL,2713,DTW,MSN,Friday,15:25,82,1
DL,2909,MSP,STL,Friday,15:25,96,1
EV,5277,DTW,JAX,Friday,15:25,144,1
EV,5373,ATL,SYR,Friday,15:25,130,1
FL,174,RSW,ATL,Friday,15:25,101,0
FL,675,MKE,MCO,Friday,15:25,164,0
HA,18,HNL,LAS,Friday,15:25,345,1
HA,347,KOA,HNL,Friday,15:25,42,1
MQ,2755,BMI,DFW,Friday,15:25,135,0
MQ,3059,FAT,LAX,Friday,15:25,65,1
MQ,3602,CHS,MIA,Friday,15:25,100,0
MQ,3786,IAH,ORD,Friday,15:25,155,1
MQ,3909,TYS,ORD,Friday,15:25,110,1
MQ,3938,ORD,LIT,Friday,15:25,115,1
MQ,4177,ORD,AZO,Friday,15:25,50,0
MQ,4332,ORD,SYR,Friday,15:25,110,0
MQ,4434,DTW,LGA,Friday,15:25,110,0
OH,6389,MCI,CVG,Friday,15:25,106,1
OH,6479,ROC,JFK,Friday,15:25,103,1
OO,4576,MSP,LEX,Friday,15:25,120,1
WN,1033,SLC,LAS,Friday,15:25,80,1
WN,1037,SDF,BHM,Friday,15:25,70,1
WN,1250,PHX,BUR,Friday,15:25,85,1
WN,1558,LAS,PHX,Friday,15:25,70,1
WN,2811,DAL,SAT,Friday,15:25,60,1
WN,3237,MCO,DEN,Friday,15:25,255,1
WN,3326,MCO,MSY,Friday,15:25,110,1
WN,3778,DEN,MCI,Friday,15:25,90,1
WN,404,MKE,TPA,Friday,15:25,170,0
WN,407,SAN,SFO,Friday,15:25,90,1
WN,673,BHM,BNA,Friday,15:25,55,1
WN,791,LAS,PHL,Friday,15:25,280,1
XE,2564,EWR,MSP,Friday,15:25,187,0
YV,2645,EWR,CLT,Friday,15:25,120,0
B6,137,JFK,RSW,Friday,15:26,198,0
DL,2285,BDL,ATL,Friday,15:26,165,0
FL,550,ATL,BUF,Friday,15:26,121,0
OH,6268,CRW,DTW,Friday,15:26,79,1
OO,6649,RKS,DEN,Friday,15:26,70,0
UA,215,MCO,DEN,Friday,15:26,254,0
XE,5902,LAN,ORD,Friday,15:26,71,0
EV,5060,HSV,ATL,Friday,15:27,56,1
FL,492,MCO,BWI,Friday,15:27,128,0
OO,6248,DEN,SMF,Friday,15:27,151,1
OO,6810,YUM,LAX,Friday,15:27,80,1
UA,118,LAX,SFO,Friday,15:27,89,1
UA,541,BOS,ORD,Friday,15:27,164,1
AS,64,PSG,WRG,Friday,15:28,26,1
FL,844,MCO,ATL,Friday,15:28,93,0
OO,6995,BOI,ORD,Friday,15:28,198,0
B6,509,EWR,FLL,Friday,15:29,183,1
B6,567,SWF,FLL,Friday,15:29,191,0
FL,694,ATL,SRQ,Friday,15:29,90,0
OO,6557,PDX,MFR,Friday,15:29,61,0
XE,2415,ROC,EWR,Friday,15:29,99,1
9E,3650,ATL,BHM,Friday,15:30,55,1
9E,3868,DTW,TVC,Friday,15:30,68,0
9E,3895,SBN,DTW,Friday,15:30,63,0
9E,4253,RDU,STL,Friday,15:30,140,0
AA,1049,BWI,MIA,Friday,15:30,175,1
AA,1116,SEA,DFW,Friday,15:30,225,1
AA,133,JFK,LAX,Friday,15:30,390,1
AA,1455,MIA,SFO,Friday,15:30,375,1
AA,2010,DEN,DFW,Friday,15:30,115,0
AA,2583,DFW,DEN,Friday,15:30,125,1
AA,541,ATL,DFW,Friday,15:30,155,0
AA,563,XNA,DFW,Friday,15:30,75,0
AA,85,JFK,SFO,Friday,15:30,400,1
AS,101,SEA,ANC,Friday,15:30,225,1
AS,23,ORD,SEA,Friday,15:30,275,0
B6,1108,RDU,JFK,Friday,15:30,92,1
B6,312,FLL,IAD,Friday,15:30,146,0
CO,217,MSY,EWR,Friday,15:30,173,1
DL,105,DTW,ATL,Friday,15:30,132,1
DL,1085,MSP,ANC,Friday,15:30,357,1
DL,108,MCO,ATL,Friday,15:30,93,0
DL,1388,LGA,BOS,Friday,15:30,76,0
DL,1391,BOS,LGA,Friday,15:30,69,0
DL,155,JFK,FLL,Friday,15:30,205,0
DL,1676,GRR,DTW,Friday,15:30,56,0
DL,2040,SFO,JFK,Friday,15:30,329,1
DL,205,MSP,DTW,Friday,15:30,104,1
DL,2133,MSP,ATL,Friday,15:30,154,1
DL,2156,DTW,IND,Friday,15:30,70,0
DL,2270,DTW,JFK,Friday,15:30,130,1
DL,2773,DTW,MKE,Friday,15:30,70,1
EV,5350,CLT,ATL,Friday,15:30,85,1
EV,5587,ATL,LFT,Friday,15:30,108,1
MQ,2771,DFW,VPS,Friday,15:30,110,0
MQ,3257,DFW,MKE,Friday,15:30,145,0
MQ,3880,ORD,IAH,Friday,15:30,165,1
MQ,4215,BNA,ORD,Friday,15:30,105,0
MQ,4669,LGA,ATL,Friday,15:30,165,0
OH,6297,LGA,IND,Friday,15:30,157,0
OO,4613,MSP,FAR,Friday,15:30,62,0
OO,6479,LIT,DEN,Friday,15:30,145,1
OO,6628,BHM,DEN,Friday,15:30,190,0
OO,7034,DEN,SEA,Friday,15:30,176,0
UA,27,JFK,LAX,Friday,15:30,381,0
UA,400,SEA,DEN,Friday,15:30,154,1
UA,692,MSP,ORD,Friday,15:30,83,0
US,1464,TPA,CLT,Friday,15:30,100,0
US,1754,DCA,PHL,Friday,15:30,85,0
US,1841,PVD,PHL,Friday,15:30,106,0
US,2038,DCA,BOS,Friday,15:30,88,0
US,732,MCO,CLT,Friday,15:30,98,0
WN,1125,LAS,BOI,Friday,15:30,110,1
WN,1241,PDX,BOI,Friday,15:30,65,1
WN,1339,BUR,OAK,Friday,15:30,70,1
WN,1567,PDX,LAS,Friday,15:30,130,1
WN,1593,BWI,PIT,Friday,15:30,60,1
WN,1602,STL,MDW,Friday,15:30,60,1
WN,1914,SNA,SFO,Friday,15:30,80,1
WN,2032,BWI,BUF,Friday,15:30,70,1
WN,2181,BWI,ISP,Friday,15:30,60,1
WN,2364,MDW,OAK,Friday,15:30,290,1
WN,2552,BNA,TPA,Friday,15:30,105,1
WN,2814,MCO,ORF,Friday,15:30,110,1
WN,293,ABQ,PHX,Friday,15:30,75,1
WN,2976,MCO,PHL,Friday,15:30,150,1
WN,31,HOU,CRP,Friday,15:30,50,1
WN,320,MCI,LAS,Friday,15:30,195,1
WN,3223,PHL,PBI,Friday,15:30,165,1
WN,3484,RDU,TPA,Friday,15:30,110,1
WN,37,DAL,HOU,Friday,15:30,65,1
WN,386,JAX,HOU,Friday,15:30,150,1
WN,38,HOU,DAL,Friday,15:30,60,1
WN,457,HOU,STL,Friday,15:30,115,1
WN,510,BUR,LAS,Friday,15:30,60,1
WN,704,BWI,ALB,Friday,15:30,70,1
WN,902,BWI,MHT,Friday,15:30,75,1
XE,2046,RDU,IAH,Friday,15:30,184,0
XE,2497,IAH,ICT,Friday,15:30,103,0
XE,2505,CLE,RIC,Friday,15:30,74,1
XE,2508,CLE,BOS,Friday,15:30,103,0
XE,2695,IAH,BHM,Friday,15:30,94,1
XE,2884,IAH,DAL,Friday,15:30,61,1
XE,2896,JAN,IAH,Friday,15:30,79,0
YV,2665,CVG,CLT,Friday,15:30,86,0
YV,2710,ELP,PHX,Friday,15:30,81,0
YV,2990,ABQ,PHX,Friday,15:30,76,0
OH,6333,ROC,DTW,Friday,15:31,86,0
OO,6653,MOD,SFO,Friday,15:31,33,1
OO,6661,SFO,MOD,Friday,15:31,36,0
UA,623,DCA,ORD,Friday,15:31,129,1
UA,723,DFW,DEN,Friday,15:31,127,1
EV,5410,ROA,ATL,Friday,15:32,93,1
EV,7133,SBN,ORD,Friday,15:32,44,1
OO,7037,PSP,LAS,Friday,15:32,60,1
YV,2906,GJT,PHX,Friday,15:32,128,0
